"","year","gender","agegroup","measurement","value"
"1263",2002,"Male","[30:35)","hivsize",72
"1264",2003,"Male","[30:35)","hivsize",69
"1265",2004,"Male","[30:35)","hivsize",76
"1266",2006,"Male","[30:35)","hivsize",79
"1267",2007,"Male","[30:35)","hivsize",85
"1268",2009,"Male","[30:35)","hivsize",98
"1269",2011,"Male","[30:35)","hivsize",112
"1270",2012,"Male","[30:35)","hivsize",123
"1271",2014,"Male","[30:35)","hivsize",98
"1272",2016,"Male","[30:35)","hivsize",85
"1273",1999,"Female","[35:40)","hivsize",76
"1274",2000,"Female","[35:40)","hivsize",75
"1275",2002,"Female","[35:40)","hivsize",96
"1276",2003,"Female","[35:40)","hivsize",84
"1277",2004,"Female","[35:40)","hivsize",78
"1278",2006,"Female","[35:40)","hivsize",87
"1279",2007,"Female","[35:40)","hivsize",104
"1280",2009,"Female","[35:40)","hivsize",136
"1281",2011,"Female","[35:40)","hivsize",172
"1282",2012,"Female","[35:40)","hivsize",191
"1283",2014,"Female","[35:40)","hivsize",228
"1284",2016,"Female","[35:40)","hivsize",226
"1285",1999,"Male","[35:40)","hivsize",60
"1286",2000,"Male","[35:40)","hivsize",78
"1287",2002,"Male","[35:40)","hivsize",92
"1288",2003,"Male","[35:40)","hivsize",62
"1289",2004,"Male","[35:40)","hivsize",60
"1290",2006,"Male","[35:40)","hivsize",76
"1291",2007,"Male","[35:40)","hivsize",68
"1292",2009,"Male","[35:40)","hivsize",76
"1293",2011,"Male","[35:40)","hivsize",91
"1294",2012,"Male","[35:40)","hivsize",107
"1295",2014,"Male","[35:40)","hivsize",112
"1296",2016,"Male","[35:40)","hivsize",116
"1297",1999,"Female","[40:45)","hivsize",41
"1298",2000,"Female","[40:45)","hivsize",46
"1299",2002,"Female","[40:45)","hivsize",54
"1300",2003,"Female","[40:45)","hivsize",50
"1301",2004,"Female","[40:45)","hivsize",58
"1302",2006,"Female","[40:45)","hivsize",65
"1303",2007,"Female","[40:45)","hivsize",89
"1304",2009,"Female","[40:45)","hivsize",86
"1305",2011,"Female","[40:45)","hivsize",104
"1306",2012,"Female","[40:45)","hivsize",126
"1307",2014,"Female","[40:45)","hivsize",145
"1308",2016,"Female","[40:45)","hivsize",170
"1309",1999,"Male","[40:45)","hivsize",28
"1310",2000,"Male","[40:45)","hivsize",37
"1311",2002,"Male","[40:45)","hivsize",41
"1312",2003,"Male","[40:45)","hivsize",41
"1313",2004,"Male","[40:45)","hivsize",50
"1314",2006,"Male","[40:45)","hivsize",57
"1315",2007,"Male","[40:45)","hivsize",59
"1316",2009,"Male","[40:45)","hivsize",70
"1317",2011,"Male","[40:45)","hivsize",77
"1318",2012,"Male","[40:45)","hivsize",77
"1319",2014,"Male","[40:45)","hivsize",86
"1320",2016,"Male","[40:45)","hivsize",90
"1321",1999,"Female","[45:50)","hivsize",23
"1322",2000,"Female","[45:50)","hivsize",22
"1323",2002,"Female","[45:50)","hivsize",26
"1324",2003,"Female","[45:50)","hivsize",25
"1325",2004,"Female","[45:50)","hivsize",28
"1326",2006,"Female","[45:50)","hivsize",43
"1327",2007,"Female","[45:50)","hivsize",47
"1328",2009,"Female","[45:50)","hivsize",62
"1329",2011,"Female","[45:50)","hivsize",75
"1330",2012,"Female","[45:50)","hivsize",92
"1331",2014,"Female","[45:50)","hivsize",90
"1332",2016,"Female","[45:50)","hivsize",110
"1333",1999,"Male","[45:50)","hivsize",16
"1334",2000,"Male","[45:50)","hivsize",17
"1335",2002,"Male","[45:50)","hivsize",17
"1336",2003,"Male","[45:50)","hivsize",16
"1337",2004,"Male","[45:50)","hivsize",15
"1338",2006,"Male","[45:50)","hivsize",21
"1339",2007,"Male","[45:50)","hivsize",39
"1340",2009,"Male","[45:50)","hivsize",46
"1341",2011,"Male","[45:50)","hivsize",53
"1342",2012,"Male","[45:50)","hivsize",65
"1343",2014,"Male","[45:50)","hivsize",72
"1344",2016,"Male","[45:50)","hivsize",75
"1345",1999,"Female","[15:20)","mccoverage",0
"1346",2000,"Female","[15:20)","mccoverage",0
"1347",2002,"Female","[15:20)","mccoverage",0
"1348",2003,"Female","[15:20)","mccoverage",0
"1349",2004,"Female","[15:20)","mccoverage",0
"1350",2006,"Female","[15:20)","mccoverage",0
"1351",2007,"Female","[15:20)","mccoverage",0
"1352",2009,"Female","[15:20)","mccoverage",0
"1353",2011,"Female","[15:20)","mccoverage",0
"1354",2012,"Female","[15:20)","mccoverage",0
"1355",2014,"Female","[15:20)","mccoverage",0
"1356",2016,"Female","[15:20)","mccoverage",0
"1357",1999,"Male","[15:20)","mccoverage",0.138738738738739
"1358",2000,"Male","[15:20)","mccoverage",0.134615384615385
"1359",2002,"Male","[15:20)","mccoverage",0.14488188976378
"1360",2003,"Male","[15:20)","mccoverage",0.182163187855787
"1361",2004,"Male","[15:20)","mccoverage",0.176470588235294
"1362",2006,"Male","[15:20)","mccoverage",0.191275167785235
"1363",2007,"Male","[15:20)","mccoverage",0.218346253229974
"1364",2009,"Male","[15:20)","mccoverage",0.255025125628141
"1365",2011,"Male","[15:20)","mccoverage",0.314040728831726
"1366",2012,"Male","[15:20)","mccoverage",0.329981718464351
"1367",2014,"Male","[15:20)","mccoverage",0.497466216216216
"1368",2016,"Male","[15:20)","mccoverage",0.644921552436003
"1369",1999,"Female","[20:25)","mccoverage",0
"1370",2000,"Female","[20:25)","mccoverage",0
"1371",2002,"Female","[20:25)","mccoverage",0
"1372",2003,"Female","[20:25)","mccoverage",0
"1373",2004,"Female","[20:25)","mccoverage",0
"1374",2006,"Female","[20:25)","mccoverage",0
"1375",2007,"Female","[20:25)","mccoverage",0
"1376",2009,"Female","[20:25)","mccoverage",0
"1377",2011,"Female","[20:25)","mccoverage",0
"1378",2012,"Female","[20:25)","mccoverage",0
"1379",2014,"Female","[20:25)","mccoverage",0
"1380",2016,"Female","[20:25)","mccoverage",0
"1381",1999,"Male","[20:25)","mccoverage",0.141491395793499
"1382",2000,"Male","[20:25)","mccoverage",0.132283464566929
"1383",2002,"Male","[20:25)","mccoverage",0.133333333333333
"1384",2003,"Male","[20:25)","mccoverage",0.151515151515152
"1385",2004,"Male","[20:25)","mccoverage",0.168316831683168
"1386",2006,"Male","[20:25)","mccoverage",0.21021897810219
"1387",2007,"Male","[20:25)","mccoverage",0.305993690851735
"1388",2009,"Male","[20:25)","mccoverage",0.351666666666667
"1389",2011,"Male","[20:25)","mccoverage",0.384728340675477
"1390",2012,"Male","[20:25)","mccoverage",0.46328437917223
"1391",2014,"Male","[20:25)","mccoverage",0.548809523809524
"1392",2016,"Male","[20:25)","mccoverage",0.617179215270414
"1393",1999,"Female","[25:30)","mccoverage",0
"1394",2000,"Female","[25:30)","mccoverage",0
"1395",2002,"Female","[25:30)","mccoverage",0
"1396",2003,"Female","[25:30)","mccoverage",0
"1397",2004,"Female","[25:30)","mccoverage",0
"1398",2006,"Female","[25:30)","mccoverage",0
"1399",2007,"Female","[25:30)","mccoverage",0
"1400",2009,"Female","[25:30)","mccoverage",0
"1401",2011,"Female","[25:30)","mccoverage",0
"1402",2012,"Female","[25:30)","mccoverage",0
"1403",2014,"Female","[25:30)","mccoverage",0
"1404",2016,"Female","[25:30)","mccoverage",0
"1405",1999,"Male","[25:30)","mccoverage",0.130019120458891
"1406",2000,"Male","[25:30)","mccoverage",0.131672597864769
"1407",2002,"Male","[25:30)","mccoverage",0.169544740973312
"1408",2003,"Male","[25:30)","mccoverage",0.162751677852349
"1409",2004,"Male","[25:30)","mccoverage",0.189509306260575
"1410",2006,"Male","[25:30)","mccoverage",0.216255442670537
"1411",2007,"Male","[25:30)","mccoverage",0.302395209580838
"1412",2009,"Male","[25:30)","mccoverage",0.381818181818182
"1413",2011,"Male","[25:30)","mccoverage",0.443490701001431
"1414",2012,"Male","[25:30)","mccoverage",0.470223325062035
"1415",2014,"Male","[25:30)","mccoverage",0.558109833971903
"1416",2016,"Male","[25:30)","mccoverage",0.612121212121212
"1417",1999,"Female","[30:35)","mccoverage",0
"1418",2000,"Female","[30:35)","mccoverage",0
"1419",2002,"Female","[30:35)","mccoverage",0
"1420",2003,"Female","[30:35)","mccoverage",0
"1421",2004,"Female","[30:35)","mccoverage",0
"1422",2006,"Female","[30:35)","mccoverage",0
"1423",2007,"Female","[30:35)","mccoverage",0
"1424",2009,"Female","[30:35)","mccoverage",0
"1425",2011,"Female","[30:35)","mccoverage",0
"1426",2012,"Female","[30:35)","mccoverage",0
"1427",2014,"Female","[30:35)","mccoverage",0
"1428",2016,"Female","[30:35)","mccoverage",0
"1429",1999,"Male","[30:35)","mccoverage",0.187335092348285
"1430",2000,"Male","[30:35)","mccoverage",0.176470588235294
"1431",2002,"Male","[30:35)","mccoverage",0.190064794816415
"1432",2003,"Male","[30:35)","mccoverage",0.175438596491228
"1433",2004,"Male","[30:35)","mccoverage",0.153846153846154
"1434",2006,"Male","[30:35)","mccoverage",0.199649737302977
"1435",2007,"Male","[30:35)","mccoverage",0.306320907617504
"1436",2009,"Male","[30:35)","mccoverage",0.339403973509934
"1437",2011,"Male","[30:35)","mccoverage",0.421739130434783
"1438",2012,"Male","[30:35)","mccoverage",0.47469220246238
"1439",2014,"Male","[30:35)","mccoverage",0.558659217877095
"1440",2016,"Male","[30:35)","mccoverage",0.578796561604584
"1441",1999,"Female","[35:40)","mccoverage",0
"1442",2000,"Female","[35:40)","mccoverage",0
"1443",2002,"Female","[35:40)","mccoverage",0
"1444",2003,"Female","[35:40)","mccoverage",0
"1445",2004,"Female","[35:40)","mccoverage",0
"1446",2006,"Female","[35:40)","mccoverage",0
"1447",2007,"Female","[35:40)","mccoverage",0
"1448",2009,"Female","[35:40)","mccoverage",0
"1449",2011,"Female","[35:40)","mccoverage",0
"1450",2012,"Female","[35:40)","mccoverage",0
"1451",2014,"Female","[35:40)","mccoverage",0
"1452",2016,"Female","[35:40)","mccoverage",0
"1453",1999,"Male","[35:40)","mccoverage",0.192913385826772
"1454",2000,"Male","[35:40)","mccoverage",0.15547703180212
"1455",2002,"Male","[35:40)","mccoverage",0.180124223602484
"1456",2003,"Male","[35:40)","mccoverage",0.188552188552189
"1457",2004,"Male","[35:40)","mccoverage",0.223188405797101
"1458",2006,"Male","[35:40)","mccoverage",0.228028503562945
"1459",2007,"Male","[35:40)","mccoverage",0.291196388261851
"1460",2009,"Male","[35:40)","mccoverage",0.380658436213992
"1461",2011,"Male","[35:40)","mccoverage",0.425795053003534
"1462",2012,"Male","[35:40)","mccoverage",0.492706645056726
"1463",2014,"Male","[35:40)","mccoverage",0.503086419753086
"1464",2016,"Male","[35:40)","mccoverage",0.548882681564246
"1465",1999,"Female","[40:45)","mccoverage",0
"1466",2000,"Female","[40:45)","mccoverage",0
"1467",2002,"Female","[40:45)","mccoverage",0
"1468",2003,"Female","[40:45)","mccoverage",0
"1469",2004,"Female","[40:45)","mccoverage",0
"1470",2006,"Female","[40:45)","mccoverage",0
"1471",2007,"Female","[40:45)","mccoverage",0
"1472",2009,"Female","[40:45)","mccoverage",0
"1473",2011,"Female","[40:45)","mccoverage",0
"1474",2012,"Female","[40:45)","mccoverage",0
"1475",2014,"Female","[40:45)","mccoverage",0
"1476",2016,"Female","[40:45)","mccoverage",0
"1477",1999,"Male","[40:45)","mccoverage",0.115384615384615
"1478",2000,"Male","[40:45)","mccoverage",0.208121827411168
"1479",2002,"Male","[40:45)","mccoverage",0.233830845771144
"1480",2003,"Male","[40:45)","mccoverage",0.214634146341463
"1481",2004,"Male","[40:45)","mccoverage",0.252293577981651
"1482",2006,"Male","[40:45)","mccoverage",0.241635687732342
"1483",2007,"Male","[40:45)","mccoverage",0.298013245033113
"1484",2009,"Male","[40:45)","mccoverage",0.32409972299169
"1485",2011,"Male","[40:45)","mccoverage",0.410628019323671
"1486",2012,"Male","[40:45)","mccoverage",0.443693693693694
"1487",2014,"Male","[40:45)","mccoverage",0.518737672583826
"1488",2016,"Male","[40:45)","mccoverage",0.534671532846715
"1489",1999,"Female","[45:50)","mccoverage",0
"1490",2000,"Female","[45:50)","mccoverage",0
"1491",2002,"Female","[45:50)","mccoverage",0
"1492",2003,"Female","[45:50)","mccoverage",0
"1493",2004,"Female","[45:50)","mccoverage",0
"1494",2006,"Female","[45:50)","mccoverage",0
"1495",2007,"Female","[45:50)","mccoverage",0
"1496",2009,"Female","[45:50)","mccoverage",0
"1497",2011,"Female","[45:50)","mccoverage",0
"1498",2012,"Female","[45:50)","mccoverage",0
"1499",2014,"Female","[45:50)","mccoverage",0
"1500",2016,"Female","[45:50)","mccoverage",0
"1501",1999,"Male","[45:50)","mccoverage",0.1328125
"1502",2000,"Male","[45:50)","mccoverage",0.118012422360248
"1503",2002,"Male","[45:50)","mccoverage",0.172413793103448
"1504",2003,"Male","[45:50)","mccoverage",0.193548387096774
"1505",2004,"Male","[45:50)","mccoverage",0.20979020979021
"1506",2006,"Male","[45:50)","mccoverage",0.248648648648649
"1507",2007,"Male","[45:50)","mccoverage",0.280373831775701
"1508",2009,"Male","[45:50)","mccoverage",0.318385650224215
"1509",2011,"Male","[45:50)","mccoverage",0.400826446280992
"1510",2012,"Male","[45:50)","mccoverage",0.39344262295082
"1511",2014,"Male","[45:50)","mccoverage",0.426630434782609
"1512",2016,"Male","[45:50)","mccoverage",0.521428571428571
"1513",1999,"Female","[15:20)","pt_popsize",785
"1514",2000,"Female","[15:20)","pt_popsize",797
"1515",2002,"Female","[15:20)","pt_popsize",806
"1516",2003,"Female","[15:20)","pt_popsize",694
"1517",2004,"Female","[15:20)","pt_popsize",665
"1518",2006,"Female","[15:20)","pt_popsize",729
"1519",2007,"Female","[15:20)","pt_popsize",835
"1520",2009,"Female","[15:20)","pt_popsize",850
"1521",2011,"Female","[15:20)","pt_popsize",969
"1522",2012,"Female","[15:20)","pt_popsize",1012
"1523",2014,"Female","[15:20)","pt_popsize",1152
"1524",2016,"Female","[15:20)","pt_popsize",1203
"1525",1999,"Male","[15:20)","pt_popsize",555
"1526",2000,"Male","[15:20)","pt_popsize",572
"1527",2002,"Male","[15:20)","pt_popsize",635
"1528",2003,"Male","[15:20)","pt_popsize",527
"1529",2004,"Male","[15:20)","pt_popsize",527
"1530",2006,"Male","[15:20)","pt_popsize",596
"1531",2007,"Male","[15:20)","pt_popsize",774
"1532",2009,"Male","[15:20)","pt_popsize",796
"1533",2011,"Male","[15:20)","pt_popsize",933
"1534",2012,"Male","[15:20)","pt_popsize",1094
"1535",2014,"Male","[15:20)","pt_popsize",1184
"1536",2016,"Male","[15:20)","pt_popsize",1211
"1537",1999,"Female","[20:25)","pt_popsize",847
"1538",2000,"Female","[20:25)","pt_popsize",967
"1539",2002,"Female","[20:25)","pt_popsize",1028
"1540",2003,"Female","[20:25)","pt_popsize",998
"1541",2004,"Female","[20:25)","pt_popsize",1023
"1542",2006,"Female","[20:25)","pt_popsize",1063
"1543",2007,"Female","[20:25)","pt_popsize",1049
"1544",2009,"Female","[20:25)","pt_popsize",884
"1545",2011,"Female","[20:25)","pt_popsize",908
"1546",2012,"Female","[20:25)","pt_popsize",1035
"1547",2014,"Female","[20:25)","pt_popsize",1144
"1548",2016,"Female","[20:25)","pt_popsize",1132
"1549",1999,"Male","[20:25)","pt_popsize",523
"1550",2000,"Male","[20:25)","pt_popsize",635
"1551",2002,"Male","[20:25)","pt_popsize",690
"1552",2003,"Male","[20:25)","pt_popsize",627
"1553",2004,"Male","[20:25)","pt_popsize",606
"1554",2006,"Male","[20:25)","pt_popsize",685
"1555",2007,"Male","[20:25)","pt_popsize",634
"1556",2009,"Male","[20:25)","pt_popsize",600
"1557",2011,"Male","[20:25)","pt_popsize",681
"1558",2012,"Male","[20:25)","pt_popsize",749
"1559",2014,"Male","[20:25)","pt_popsize",840
"1560",2016,"Male","[20:25)","pt_popsize",943
"1561",1999,"Female","[25:30)","pt_popsize",643
"1562",2000,"Female","[25:30)","pt_popsize",753
"1563",2002,"Female","[25:30)","pt_popsize",843
"1564",2003,"Female","[25:30)","pt_popsize",833
"1565",2004,"Female","[25:30)","pt_popsize",869
"1566",2006,"Female","[25:30)","pt_popsize",1038
"1567",2007,"Female","[25:30)","pt_popsize",1082
"1568",2009,"Female","[25:30)","pt_popsize",1047
"1569",2011,"Female","[25:30)","pt_popsize",1071
"1570",2012,"Female","[25:30)","pt_popsize",1109
"1571",2014,"Female","[25:30)","pt_popsize",1084
"1572",2016,"Female","[25:30)","pt_popsize",1147
"1573",1999,"Male","[25:30)","pt_popsize",523
"1574",2000,"Male","[25:30)","pt_popsize",562
"1575",2002,"Male","[25:30)","pt_popsize",637
"1576",2003,"Male","[25:30)","pt_popsize",596
"1577",2004,"Male","[25:30)","pt_popsize",591
"1578",2006,"Male","[25:30)","pt_popsize",689
"1579",2007,"Male","[25:30)","pt_popsize",668
"1580",2009,"Male","[25:30)","pt_popsize",660
"1581",2011,"Male","[25:30)","pt_popsize",699
"1582",2012,"Male","[25:30)","pt_popsize",806
"1583",2014,"Male","[25:30)","pt_popsize",783
"1584",2016,"Male","[25:30)","pt_popsize",825
"1585",1999,"Female","[30:35)","pt_popsize",374
"1586",2000,"Female","[30:35)","pt_popsize",444
"1587",2002,"Female","[30:35)","pt_popsize",497
"1588",2003,"Female","[30:35)","pt_popsize",526
"1589",2004,"Female","[30:35)","pt_popsize",575
"1590",2006,"Female","[30:35)","pt_popsize",758
"1591",2007,"Female","[30:35)","pt_popsize",852
"1592",2009,"Female","[30:35)","pt_popsize",896
"1593",2011,"Female","[30:35)","pt_popsize",1008
"1594",2012,"Female","[30:35)","pt_popsize",1071
"1595",2014,"Female","[30:35)","pt_popsize",1079
"1596",2016,"Female","[30:35)","pt_popsize",1040
"1597",1999,"Male","[30:35)","pt_popsize",379
"1598",2000,"Male","[30:35)","pt_popsize",442
"1599",2002,"Male","[30:35)","pt_popsize",463
"1600",2003,"Male","[30:35)","pt_popsize",456
"1601",2004,"Male","[30:35)","pt_popsize",494
"1602",2006,"Male","[30:35)","pt_popsize",571
"1603",2007,"Male","[30:35)","pt_popsize",617
"1604",2009,"Male","[30:35)","pt_popsize",604
"1605",2011,"Male","[30:35)","pt_popsize",690
"1606",2012,"Male","[30:35)","pt_popsize",731
"1607",2014,"Male","[30:35)","pt_popsize",716
"1608",2016,"Male","[30:35)","pt_popsize",698
"1609",1999,"Female","[35:40)","pt_popsize",371
"1610",2000,"Female","[35:40)","pt_popsize",364
"1611",2002,"Female","[35:40)","pt_popsize",395
"1612",2003,"Female","[35:40)","pt_popsize",368
"1613",2004,"Female","[35:40)","pt_popsize",361
"1614",2006,"Female","[35:40)","pt_popsize",406
"1615",2007,"Female","[35:40)","pt_popsize",482
"1616",2009,"Female","[35:40)","pt_popsize",574
"1617",2011,"Female","[35:40)","pt_popsize",721
"1618",2012,"Female","[35:40)","pt_popsize",798
"1619",2014,"Female","[35:40)","pt_popsize",912
"1620",2016,"Female","[35:40)","pt_popsize",1000
"1621",1999,"Male","[35:40)","pt_popsize",254
"1622",2000,"Male","[35:40)","pt_popsize",283
"1623",2002,"Male","[35:40)","pt_popsize",322
"1624",2003,"Male","[35:40)","pt_popsize",297
"1625",2004,"Male","[35:40)","pt_popsize",345
"1626",2006,"Male","[35:40)","pt_popsize",421
"1627",2007,"Male","[35:40)","pt_popsize",443
"1628",2009,"Male","[35:40)","pt_popsize",486
"1629",2011,"Male","[35:40)","pt_popsize",566
"1630",2012,"Male","[35:40)","pt_popsize",617
"1631",2014,"Male","[35:40)","pt_popsize",648
"1632",2016,"Male","[35:40)","pt_popsize",716
"1633",1999,"Female","[40:45)","pt_popsize",253
"1634",2000,"Female","[40:45)","pt_popsize",316
"1635",2002,"Female","[40:45)","pt_popsize",334
"1636",2003,"Female","[40:45)","pt_popsize",347
"1637",2004,"Female","[40:45)","pt_popsize",364
"1638",2006,"Female","[40:45)","pt_popsize",350
"1639",2007,"Female","[40:45)","pt_popsize",361
"1640",2009,"Female","[40:45)","pt_popsize",365
"1641",2011,"Female","[40:45)","pt_popsize",393
"1642",2012,"Female","[40:45)","pt_popsize",488
"1643",2014,"Female","[40:45)","pt_popsize",613
"1644",2016,"Female","[40:45)","pt_popsize",721
"1645",1999,"Male","[40:45)","pt_popsize",156
"1646",2000,"Male","[40:45)","pt_popsize",197
"1647",2002,"Male","[40:45)","pt_popsize",201
"1648",2003,"Male","[40:45)","pt_popsize",205
"1649",2004,"Male","[40:45)","pt_popsize",218
"1650",2006,"Male","[40:45)","pt_popsize",269
"1651",2007,"Male","[40:45)","pt_popsize",302
"1652",2009,"Male","[40:45)","pt_popsize",361
"1653",2011,"Male","[40:45)","pt_popsize",414
"1654",2012,"Male","[40:45)","pt_popsize",444
"1655",2014,"Male","[40:45)","pt_popsize",507
"1656",2016,"Male","[40:45)","pt_popsize",548
"1657",1999,"Female","[45:50)","pt_popsize",201
"1658",2000,"Female","[45:50)","pt_popsize",239
"1659",2002,"Female","[45:50)","pt_popsize",286
"1660",2003,"Female","[45:50)","pt_popsize",227
"1661",2004,"Female","[45:50)","pt_popsize",257
"1662",2006,"Female","[45:50)","pt_popsize",337
"1663",2007,"Female","[45:50)","pt_popsize",332
"1664",2009,"Female","[45:50)","pt_popsize",345
"1665",2011,"Female","[45:50)","pt_popsize",348
"1666",2012,"Female","[45:50)","pt_popsize",329
"1667",2014,"Female","[45:50)","pt_popsize",349
"1668",2016,"Female","[45:50)","pt_popsize",406
"1669",1999,"Male","[45:50)","pt_popsize",128
"1670",2000,"Male","[45:50)","pt_popsize",161
"1671",2002,"Male","[45:50)","pt_popsize",203
"1672",2003,"Male","[45:50)","pt_popsize",155
"1673",2004,"Male","[45:50)","pt_popsize",143
"1674",2006,"Male","[45:50)","pt_popsize",185
"1675",2007,"Male","[45:50)","pt_popsize",214
"1676",2009,"Male","[45:50)","pt_popsize",223
"1677",2011,"Male","[45:50)","pt_popsize",242
"1678",2012,"Male","[45:50)","pt_popsize",305
"1679",2014,"Male","[45:50)","pt_popsize",368
"1680",2016,"Male","[45:50)","pt_popsize",420
